N,r,rho,regime,L,window,validated_R,R,precision,recall,FP,FN,TP
997,249,0.24974924774322968,TRANSITION,131072,hann,9,5,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hann,9,6,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hann,9,7,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hann,9,8,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hann,9,9,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hann,9,10,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hann,9,11,0.9866666666666667,0.6532258064516129,7.0,86.0,162.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,2,0.8571428571428571,0.6774193548387096,75.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,3,0.9733333333333334,0.6774193548387096,14.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,4,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,5,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,6,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,7,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,8,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,9,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,10,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,hamming,9,11,0.9866666666666667,0.6774193548387096,7.0,80.0,168.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,2,0.7561904761904762,0.6290322580645161,128.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,3,0.9276190476190476,0.6290322580645161,38.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,4,0.9733333333333334,0.6290322580645161,14.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,5,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,6,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,7,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,8,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,9,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,10,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,131072,blackman,9,11,0.9828571428571429,0.6290322580645161,9.0,92.0,156.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,2,0.7283126787416587,0.9112903225806451,285.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,3,0.9056244041944709,0.9112903225806451,99.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,4,0.9818875119161106,0.9112903225806451,19.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,5,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,6,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,7,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,8,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,9,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,10,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hann,10,11,0.9914204003813155,0.9112903225806451,9.0,22.0,226.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,2,0.7616777883698761,0.9354838709677419,250.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,3,0.9332697807435653,0.9354838709677419,70.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,4,0.988560533841754,0.9354838709677419,12.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,5,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,6,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,7,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,8,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,9,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,10,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,hamming,10,11,0.9914204003813155,0.9354838709677419,9.0,16.0,232.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,2,0.667302192564347,0.8629032258064516,349.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,3,0.8493803622497617,0.8629032258064516,158.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,4,0.9571020019065777,0.8629032258064516,45.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,5,0.9866539561487131,0.8629032258064516,14.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,6,0.9895138226882746,0.8629032258064516,11.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,7,0.9895138226882746,0.8629032258064516,11.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,8,0.9895138226882746,0.8629032258064516,11.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,9,0.9895138226882746,0.8629032258064516,11.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,10,0.9895138226882746,0.8629032258064516,11.0,34.0,214.0
997,249,0.24974924774322968,TRANSITION,262144,blackman,10,11,0.9895138226882746,0.8629032258064516,11.0,34.0,214.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,2,0.8669201520912547,0.11267605633802817,35.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,3,0.9505703422053232,0.11267605633802817,13.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,4,0.9657794676806084,0.11267605633802817,9.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,5,0.973384030418251,0.11267605633802817,7.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,6,0.973384030418251,0.11267605633802817,7.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,7,0.973384030418251,0.11267605633802817,7.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,8,0.973384030418251,0.11267605633802817,7.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,9,0.973384030418251,0.11267605633802817,7.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hann,9,10,0.973384030418251,0.11267605633802817,7.0,441.0,56.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,2,0.8897338403041825,0.12474849094567404,29.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,3,0.9581749049429658,0.12474849094567404,11.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,4,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,5,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,6,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,7,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,8,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,9,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,hamming,9,10,0.973384030418251,0.12474849094567404,7.0,435.0,62.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,2,0.8365019011406845,0.10865191146881288,43.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,3,0.935361216730038,0.10865191146881288,17.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,4,0.9505703422053232,0.10865191146881288,13.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,5,0.9657794676806084,0.10865191146881288,9.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,6,0.9657794676806084,0.10865191146881288,9.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,7,0.9657794676806084,0.10865191146881288,9.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,8,0.9657794676806084,0.10865191146881288,9.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,9,0.9657794676806084,0.10865191146881288,9.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,65536,blackman,9,10,0.9657794676806084,0.10865191146881288,9.0,443.0,54.0
997,498,0.49949849548645936,LOW_SNR,131072,hann,9,2,0.8495238095238096,0.23742454728370221,79.0,379.0,118.0
997,498,0.49949849548645936,LOW_SNR,131072,hann,9,3,0.9676190476190476,0.23742454728370221,17.0,379.0,118.0
997,498,0.49949849548645936,LOW_SNR,131072,hann,9,4,0.979047619047619,0.23742454728370221,11.0,379.0,118.0
997,498,0.49949849548645936,LOW_SNR,131072,hann,9,5,0.9828571428571429,0.23742454728370221,9.0,379.0,118.0
997,498,0.49949849548645936,LOW_SNR,131072,hann,9,6,0.9828571428571429,0.23742454728370221,9.0,379.0,118.0
