N,r,rho,regime,L,window,validated_R,R,precision,recall,FP,FN,TP
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,3,0.9714285714285714,0.25646123260437376,15.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,4,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,5,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,6,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,7,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,8,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,9,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,10,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,11,0.9866666666666667,0.25646123260437376,7.0,374.0,129.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,2,0.7542857142857143,0.2047713717693837,129.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,3,0.8990476190476191,0.2047713717693837,53.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,4,0.9561904761904761,0.2047713717693837,23.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,5,0.9714285714285714,0.2047713717693837,15.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,6,0.9828571428571429,0.2047713717693837,9.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,7,0.9828571428571429,0.2047713717693837,9.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,8,0.9828571428571429,0.2047713717693837,9.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,9,0.9828571428571429,0.2047713717693837,9.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,10,0.9828571428571429,0.2047713717693837,9.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,131072,blackman,9,11,0.9828571428571429,0.2047713717693837,9.0,400.0,103.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,2,0.7950428979980935,0.3956262425447316,215.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,3,0.9304099142040038,0.3956262425447316,73.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,4,0.9837940896091516,0.3956262425447316,17.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,5,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,6,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,7,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,8,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,9,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,10,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hann,10,11,0.9914204003813155,0.3956262425447316,9.0,304.0,199.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,2,0.8312678741658722,0.4274353876739563,177.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,3,0.9494756911344138,0.4274353876739563,53.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,4,0.9857006673021925,0.4274353876739563,15.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,5,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,6,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,7,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,8,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,9,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,10,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,hamming,10,11,0.9914204003813155,0.4274353876739563,9.0,288.0,215.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,2,0.7264061010486177,0.3399602385685885,287.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,3,0.882745471877979,0.3399602385685885,123.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,4,0.9590085795996187,0.3399602385685885,43.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,5,0.9837940896091516,0.3399602385685885,17.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,6,0.9895138226882746,0.3399602385685885,11.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,7,0.9895138226882746,0.3399602385685885,11.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,8,0.9895138226882746,0.3399602385685885,11.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,9,0.9895138226882746,0.3399602385685885,11.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,10,0.9895138226882746,0.3399602385685885,11.0,332.0,171.0
1009,504,0.49950445986124875,LOW_SNR,262144,blackman,10,11,0.9895138226882746,0.3399602385685885,11.0,332.0,171.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,2,0.41064638783269963,1.0,155.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,3,0.5627376425855514,1.0,115.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,4,0.714828897338403,1.0,75.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,5,0.8631178707224335,1.0,36.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,6,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,7,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,8,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,9,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hann,9,10,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,2,0.41825095057034223,1.0,153.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,3,0.5817490494296578,1.0,110.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,4,0.7338403041825095,1.0,70.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,5,0.8821292775665399,1.0,31.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,6,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,7,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,8,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,9,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,hamming,9,10,0.9429657794676806,1.0,15.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,2,0.38022813688212925,1.0,163.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,3,0.532319391634981,1.0,123.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,4,0.6844106463878327,1.0,83.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,5,0.8250950570342205,1.0,46.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,6,0.9239543726235742,1.0,20.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,7,0.935361216730038,1.0,17.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,8,0.935361216730038,1.0,17.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,9,0.935361216730038,1.0,17.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,65536,blackman,9,10,0.935361216730038,1.0,17.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,2,0.20952380952380953,1.0,415.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,3,0.29333333333333333,1.0,371.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,4,0.37714285714285717,1.0,327.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,5,0.46095238095238095,1.0,283.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,6,0.5447619047619048,1.0,239.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,7,0.6266666666666667,1.0,196.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,8,0.6666666666666666,1.0,175.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,9,0.7428571428571429,1.0,135.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,10,0.819047619047619,1.0,95.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hann,9,11,0.8819047619047619,1.0,62.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,2,0.20952380952380953,1.0,415.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,3,0.29333333333333333,1.0,371.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,4,0.37714285714285717,1.0,327.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,5,0.46095238095238095,1.0,283.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,6,0.5447619047619048,1.0,239.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,7,0.6228571428571429,1.0,198.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,8,0.6304761904761905,1.0,194.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,9,0.6342857142857142,1.0,192.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,10,0.6342857142857142,1.0,192.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,hamming,9,11,0.6342857142857142,1.0,192.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,2,0.20952380952380953,1.0,415.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,3,0.29333333333333333,1.0,371.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,4,0.37714285714285717,1.0,327.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,5,0.46095238095238095,1.0,283.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,6,0.5447619047619048,1.0,239.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,7,0.6285714285714286,1.0,195.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,8,0.7123809523809523,1.0,151.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,9,0.7961904761904762,1.0,107.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,10,0.8761904761904762,1.0,65.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,131072,blackman,9,11,0.9180952380952381,1.0,43.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,2,0.10486177311725453,1.0,939.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,3,0.14680648236415633,1.0,895.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,4,0.18875119161105816,1.0,851.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,5,0.23069590085795996,1.0,807.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,6,0.2726406101048618,1.0,763.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,7,0.3145853193517636,1.0,719.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,8,0.3546234509056244,1.0,677.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,9,0.3965681601525262,1.0,633.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,10,0.438512869399428,1.0,589.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hann,10,11,0.4804575786463298,1.0,545.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,2,0.10486177311725453,1.0,939.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,3,0.14680648236415633,1.0,895.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,4,0.18875119161105816,1.0,851.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,5,0.23069590085795996,1.0,807.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,6,0.2726406101048618,1.0,763.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,7,0.3136320305052431,1.0,720.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,8,0.32697807435653004,1.0,706.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,9,0.3517635843660629,1.0,680.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,10,0.3546234509056244,1.0,677.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,hamming,10,11,0.3546234509056244,1.0,677.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,2,0.10486177311725453,1.0,939.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,3,0.14680648236415633,1.0,895.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,4,0.18875119161105816,1.0,851.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,5,0.23069590085795996,1.0,807.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,6,0.2726406101048618,1.0,763.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,7,0.3145853193517636,1.0,719.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,8,0.3565300285986654,1.0,675.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,9,0.3984747378455672,1.0,631.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,10,0.440419447092469,1.0,587.0,0.0,22.0
1013,23,0.022704837117472853,HIGH_SNR,262144,blackman,10,11,0.48141086749285034,1.0,544.0,0.0,22.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,2,0.8555133079847909,0.4126984126984127,38.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,3,0.9543726235741445,0.4126984126984127,12.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,4,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,5,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,6,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,7,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,8,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,9,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hann,9,10,0.973384030418251,0.4126984126984127,7.0,148.0,104.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,2,0.8897338403041825,0.4523809523809524,29.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,3,0.9657794676806084,0.4523809523809524,9.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,4,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,5,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,6,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,7,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,8,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,9,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,hamming,9,10,0.973384030418251,0.4523809523809524,7.0,138.0,114.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,2,0.8060836501901141,0.36507936507936506,51.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,3,0.9201520912547528,0.36507936507936506,21.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,4,0.9619771863117871,0.36507936507936506,10.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,5,0.9657794676806084,0.36507936507936506,9.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,6,0.9657794676806084,0.36507936507936506,9.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,7,0.9657794676806084,0.36507936507936506,9.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,8,0.9657794676806084,0.36507936507936506,9.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,9,0.9657794676806084,0.36507936507936506,9.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,65536,blackman,9,10,0.9657794676806084,0.36507936507936506,9.0,160.0,92.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,2,0.8247619047619048,0.6111111111111112,92.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,3,0.9466666666666667,0.6111111111111112,28.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,4,0.9809523809523809,0.6111111111111112,10.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,5,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,6,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,7,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,8,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,9,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,10,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hann,9,11,0.9828571428571429,0.6111111111111112,9.0,98.0,154.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,2,0.8685714285714285,0.6428571428571429,69.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,3,0.9657142857142857,0.6428571428571429,18.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,4,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,5,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,6,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,7,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,8,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,9,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,10,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,hamming,9,11,0.9828571428571429,0.6428571428571429,9.0,90.0,162.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,2,0.7676190476190476,0.5714285714285714,122.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,3,0.9161904761904762,0.5714285714285714,44.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,4,0.9676190476190476,0.5714285714285714,17.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,5,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,6,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,7,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,8,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,9,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,10,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,131072,blackman,9,11,0.9828571428571429,0.5714285714285714,9.0,108.0,144.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,2,0.7149666348903718,0.8571428571428571,299.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,3,0.9018112488083889,0.8571428571428571,103.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,4,0.9771210676835081,0.8571428571428571,24.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,5,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,6,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,7,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,8,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,9,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,10,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hann,10,11,0.9895138226882746,0.8571428571428571,11.0,36.0,216.0
1013,253,0.24975320829220138,TRANSITION,262144,hamming,10,2,0.7426120114394662,0.8888888888888888,270.0,28.0,224.0
1013,253,0.24975320829220138,TRANSITION,262144,hamming,10,3,0.9285033365109628,0.8888888888888888,75.0,28.0,224.0
1013,253,0.24975320829220138,TRANSITION,262144,hamming,10,4,0.9857006673021925,0.8888888888888888,15.0,28.0,224.0
1013,253,0.24975320829220138,TRANSITION,262144,hamming,10,5,0.9914204003813155,0.8888888888888888,9.0,28.0,224.0
