source,title,doi,url,pdf_url,local_pdf,year,venue,query
crossref,Pushing the Performance Envelope of Modular Exponentiation Across Multiple Generations of GPUs,10.1109/ipdps.2015.69,https://doi.org/10.1109/ipdps.2015.69,,,2015,2015 IEEE International Parallel and Distributed Processing Symposium,multiplicative order detection spectrum modular exponentiation
crossref,SoC-based implementation for modular exponentiation using evolutionary addition chains,10.1109/cec.2007.4424931,https://doi.org/10.1109/cec.2007.4424931,,,2007,2007 IEEE Congress on Evolutionary Computation,multiplicative order detection spectrum modular exponentiation
arxiv,When is the multiplicative group of a field indecomposable?,,http://arxiv.org/abs/1407.3481v1,http://arxiv.org/pdf/1407.3481v1,/home/admin/dev/VRA/Novelty/papers/When_is_the_multiplicative_group_of_a_field_indecomposable_.pdf,,,spectral analysis multiplicative group finite field
arxiv,Is there an infinite field whose multiplicative group is indecomposable?,,http://arxiv.org/abs/2204.10146v1,http://arxiv.org/pdf/2204.10146v1,/home/admin/dev/VRA/Novelty/papers/Is_there_an_infinite_field_whose_multiplicative_group_is_indecomposable_.pdf,,,spectral analysis multiplicative group finite field
arxiv,"Harmonic analysis and spherical functions for multiplicity-free induced
  representations of finite groups",,http://arxiv.org/abs/1811.09526v1,http://arxiv.org/pdf/1811.09526v1,/home/admin/dev/VRA/Novelty/papers/Harmonic_analysis_and_spherical_functions_for_multiplicity-free_induced_representations_of_finite_groups.pdf,,,spectral analysis multiplicative group finite field
arxiv,Finite equal norm Parseval Wavelet Frames over Prime Fields,,http://arxiv.org/abs/1705.11127v1,http://arxiv.org/pdf/1705.11127v1,/home/admin/dev/VRA/Novelty/papers/Finite_equal_norm_Parseval_Wavelet_Frames_over_Prime_Fields.pdf,,,spectral analysis multiplicative group finite field
arxiv,Spectral theory of spin substitutions,,http://arxiv.org/abs/2108.08642v1,http://arxiv.org/pdf/2108.08642v1,/home/admin/dev/VRA/Novelty/papers/Spectral_theory_of_spin_substitutions.pdf,,,spectral analysis multiplicative group finite field
arxiv,The orbit method for unipotent groups over finite field,,http://arxiv.org/abs/1212.1980v1,http://arxiv.org/pdf/1212.1980v1,/home/admin/dev/VRA/Novelty/papers/The_orbit_method_for_unipotent_groups_over_finite_field.pdf,,,spectral analysis multiplicative group finite field
arxiv,Fields whose Multiplicative Groups are Linear Spaces,,http://arxiv.org/abs/1905.05714v2,http://arxiv.org/pdf/1905.05714v2,/home/admin/dev/VRA/Novelty/papers/Fields_whose_Multiplicative_Groups_are_Linear_Spaces.pdf,,,spectral analysis multiplicative group finite field
arxiv,A remark about the spectral radius,,http://arxiv.org/abs/1306.1767v1,http://arxiv.org/pdf/1306.1767v1,/home/admin/dev/VRA/Novelty/papers/A_remark_about_the_spectral_radius.pdf,,,spectral analysis multiplicative group finite field
arxiv,"The spectral geometry of the canonical Riemannian submersion of a
  compact Lie Group",,http://arxiv.org/abs/math/0610788v1,http://arxiv.org/pdf/math/0610788v1,/home/admin/dev/VRA/Novelty/papers/The_spectral_geometry_of_the_canonical_Riemannian_submersion_of_a_compact_Lie_Group.pdf,,,spectral analysis multiplicative group finite field
arxiv,Algebraic spectral theory and Serre multiplicity formula,,http://arxiv.org/abs/2104.03672v1,http://arxiv.org/pdf/2104.03672v1,/home/admin/dev/VRA/Novelty/papers/Algebraic_spectral_theory_and_Serre_multiplicity_formula.pdf,,,spectral analysis multiplicative group finite field
crossref,Groups of Multiplicative Type; Linearly Reductive Groups,10.1017/9781316711736.014,https://doi.org/10.1017/9781316711736.014,,,2017,Algebraic Groups,spectral analysis multiplicative group finite field
crossref,Improved lower bound for Diffie–Hellman problem using multiplicative group of a finite field as auxiliary group,10.1515/jmc-2017-0053,https://doi.org/10.1515/jmc-2017-0053,,,2018,Journal of Mathematical Cryptology,spectral analysis multiplicative group finite field
crossref,Additive patterns in a multiplicative group in a finite field,10.1007/s00229-003-0360-x,https://doi.org/10.1007/s00229-003-0360-x,http://link.springer.com/content/pdf/10.1007/s00229-003-0360-x.pdf,/home/admin/dev/VRA/Novelty/papers/Additive_patterns_in_a_multiplicative_group_in_a_finite_field.pdf,2003,manuscripta mathematica,spectral analysis multiplicative group finite field
crossref,The average order of elements in the multiplicative group of a finite field,10.2140/involve.2012.5.229,https://doi.org/10.2140/involve.2012.5.229,,,2012,"Involve, a Journal of Mathematics",spectral analysis multiplicative group finite field
crossref,WITHDRAWN: THE KLOOSTERMAN-SPECTRAL FORMULA OVER A FINITE FIELD,10.1016/b978-0-12-178590-1.50008-4,https://doi.org/10.1016/b978-0-12-178590-1.50008-4,,,1990,The Arithmetic and Spectral Analysis of Poincaré Series,spectral analysis multiplicative group finite field
crossref,A novel QC-LDPC code based on the finite field multiplicative group for optical communications,10.1007/s11801-013-3102-7,https://doi.org/10.1007/s11801-013-3102-7,http://link.springer.com/content/pdf/10.1007/s11801-013-3102-7.pdf,/home/admin/dev/VRA/Novelty/papers/A_novel_QC-LDPC_code_based_on_the_finite_field_multiplicative_group_for_optical_communications.pdf,2013,Optoelectronics Letters,spectral analysis multiplicative group finite field
crossref,Translates of subgroups of the multiplicative group of a finite field,10.1016/1385-7258(75)90000-1,https://doi.org/10.1016/1385-7258(75)90000-1,,,1975,Indagationes Mathematicae (Proceedings),spectral analysis multiplicative group finite field
crossref,Probabilistic finite element analysis of structures using the multiplicative dimensional reduction method,10.12681/eadd/50320,https://doi.org/10.12681/eadd/50320,,,,,spectral analysis multiplicative group finite field
crossref,Construction method of QC-LDPC codes based on multiplicative group of finite field in optical communication,10.1007/s11801-016-6143-x,https://doi.org/10.1007/s11801-016-6143-x,http://link.springer.com/content/pdf/10.1007/s11801-016-6143-x.pdf,/home/admin/dev/VRA/Novelty/papers/Construction_method_of_QC-LDPC_codes_based_on_multiplicative_group_of_finite_field_in_optical_communication.pdf,2016,Optoelectronics Letters,spectral analysis multiplicative group finite field
crossref,Computing multiplicative order and primitive root in finite cyclic group,10.1109/ic3.2014.6897161,https://doi.org/10.1109/ic3.2014.6897161,,,2014,2014 Seventh International Conference on Contemporary Computing (IC3),spectral analysis multiplicative group finite field
crossref,Non-linear multi-level finite element analysis based on multiplicative and additive corrections,10.1016/s0168-874x(00)00064-0,https://doi.org/10.1016/s0168-874x(00)00064-0,,,2001,Finite Elements in Analysis and Design,spectral analysis multiplicative group finite field
crossref,Finite Group Schemes,10.1017/9781316711736.013,https://doi.org/10.1017/9781316711736.013,,,2017,Algebraic Groups,spectral analysis multiplicative group finite field
crossref,Fast Multiplication of a Matrix with Large Multiplicative Order by a Vector Over a Finite Field,10.18255/1818-1015-2014-2-39-49,https://doi.org/10.18255/1818-1015-2014-2-39-49,http://mais-journal.ru/jour/article/viewFile/118/116,,2014,Modeling and Analysis of Information Systems,spectral analysis multiplicative group finite field
crossref,On Polynomials over Prime Fields Taking Only Two Values on the Multiplicative Group,10.1006/ffta.2000.0278,https://doi.org/10.1006/ffta.2000.0278,,,2000,Finite Fields and Their Applications,spectral analysis multiplicative group finite field
crossref,On normal subgroups of multiplicative group of skew fields generated by a polycyclic-by-finite group,10.1016/0021-8693(82)90095-3,https://doi.org/10.1016/0021-8693(82)90095-3,,,1982,Journal of Algebra,spectral analysis multiplicative group finite field
crossref,The discrete Fourier transform over a finite field with reduced multiplicative complexity,10.1109/isit.2011.6033725,https://doi.org/10.1109/isit.2011.6033725,,,2011,2011 IEEE International Symposium on Information Theory Proceedings,spectral analysis multiplicative group finite field
crossref,Properties of Primes and Multiplicative Group of a Field,10.2478/v10037-009-0017-7,https://doi.org/10.2478/v10037-009-0017-7,,,2009,Formalized Mathematics,spectral analysis multiplicative group finite field
crossref,Finite Rings Having a Cyclic Multiplicative Group of Units,10.2307/2373134,https://doi.org/10.2307/2373134,,,1963,American Journal of Mathematics,spectral analysis multiplicative group finite field
crossref,Finite-Temperature Spectral Functions from the Functional Renormalization Group,10.22323/1.187.0457,https://doi.org/10.22323/1.187.0457,,,2014,Proceedings of 31st International Symposium on Lattice Field Theory LATTICE 2013 — PoS(LATTICE 2013),spectral analysis multiplicative group finite field
crossref,The multiplicative group of a local skew field as Galois group.,10.1515/crll.1987.381.51,https://doi.org/10.1515/crll.1987.381.51,,,1987,Journal für die reine und angewandte Mathematik (Crelles Journal),spectral analysis multiplicative group finite field
crossref,Anisotropic spectral cut-off estimation under multiplicative measurement errors,10.1016/j.jmva.2022.104990,https://doi.org/10.1016/j.jmva.2022.104990,,,2022,Journal of Multivariate Analysis,spectral analysis multiplicative group finite field
crossref,Classification of multiplicative Lie algebra structures on a finite group,10.4064/cm8397-12-2020,https://doi.org/10.4064/cm8397-12-2020,,,2022,Colloquium Mathematicum,spectral analysis multiplicative group finite field
crossref,Torsion in quotients of the multiplicative group of a number field,10.1090/conm/171/01773,https://doi.org/10.1090/conm/171/01773,,,1994,Contemporary Mathematics Abelian Group Theory and Related Topics,spectral analysis multiplicative group finite field
crossref,On Finite Homomorphic Images of the Multiplicative Group of a Division Algebra,10.2307/121024,https://doi.org/10.2307/121024,,,1999,The Annals of Mathematics,spectral analysis multiplicative group finite field
crossref,On the capacity of multiplicative finite-field matrix channels,10.1109/isit.2011.6034142,https://doi.org/10.1109/isit.2011.6034142,,,2011,2011 IEEE International Symposium on Information Theory Proceedings,spectral analysis multiplicative group finite field
crossref,Finite Dimensional Group Representations,10.1007/978-3-031-51605-4_2,https://doi.org/10.1007/978-3-031-51605-4_2,,,2023,A Spectral Theory Of Noncommuting Operators,spectral analysis multiplicative group finite field
crossref,On the multiplicative group of a field,10.1007/bf01589199,https://doi.org/10.1007/bf01589199,http://link.springer.com/content/pdf/10.1007/BF01589199.pdf,/home/admin/dev/VRA/Novelty/papers/On_the_multiplicative_group_of_a_field.pdf,1964,Archiv der Mathematik,spectral analysis multiplicative group finite field
crossref,Continuous Renormalization Group Analysis of Spectral Problems in Quantum Field Theory,10.1016/j.jfa.2014.10.022,https://doi.org/10.1016/j.jfa.2014.10.022,,,2015,Journal of Functional Analysis,spectral analysis multiplicative group finite field
crossref,Multiplicative field invariants and the Brauer group,10.1016/0021-8693(90)90288-y,https://doi.org/10.1016/0021-8693(90)90288-y,,,1990,Journal of Algebra,spectral analysis multiplicative group finite field
crossref,Generators of an orthogonal group over a finite field,10.21136/cmj.1978.101547,https://doi.org/10.21136/cmj.1978.101547,,,1978,Czechoslovak Mathematical Journal,spectral analysis multiplicative group finite field
crossref,A field extension with certain finiteness condition on multiplicative group extension,10.1215/kjm/1250521813,https://doi.org/10.1215/kjm/1250521813,,,1982,Kyoto Journal of Mathematics,spectral analysis multiplicative group finite field
crossref,On some subgroups of the multiplicative group of finite rings,10.5802/jtnb.445,https://doi.org/10.5802/jtnb.445,,,2008,Journal de théorie des nombres de Bordeaux,spectral analysis multiplicative group finite field
crossref,Chapter 15. The Structure of the Multiplicative Group of a Complete Discrete Valued Field with a Perfect Residue Class Field of Prime Characteristic,10.1515/9783112570067-019,https://doi.org/10.1515/9783112570067-019,,,1979,Number Theory,spectral analysis multiplicative group finite field
crossref,Implicit solutions with consistent additive and multiplicative components,10.1016/j.finel.2012.03.007,https://doi.org/10.1016/j.finel.2012.03.007,,,2012,Finite Elements in Analysis and Design,spectral analysis multiplicative group finite field
crossref,Large Multiplicative Group of Hamel Functions,10.14321/realanalexch.1739089952,https://doi.org/10.14321/realanalexch.1739089952,,,2025,Real Analysis Exchange,spectral analysis multiplicative group finite field
crossref,A Multiplicative Tate Spectral Sequence for Compact Lie Group Actions,10.1090/memo/1468,https://doi.org/10.1090/memo/1468,,,2024,Memoirs of the American Mathematical Society,spectral analysis multiplicative group finite field
crossref,Selection Precoding for the Finite-Field Multiplicative Matrix Channel,10.1109/lcomm.2013.120413.132131,https://doi.org/10.1109/lcomm.2013.120413.132131,,,2014,IEEE Communications Letters,spectral analysis multiplicative group finite field
crossref,Classification of Finite Factor Representations of the (2m+1)-Dimensional Heisenberg Group over a Countable Field of Finite Characteristic,10.1023/a:1020162424581,https://doi.org/10.1023/a:1020162424581,https://link.springer.com/content/pdf/10.1023/A:1020162424581.pdf,/home/admin/dev/VRA/Novelty/papers/Classification_of_Finite_Factor_Representations_of_the_2m_1_-Dimensional_Heisenberg_Group_over_a_Countable_Field_of_Finite_Characteristic.pdf,2002,Functional Analysis and Its Applications,spectral analysis multiplicative group finite field
crossref,"Finite Groups of Multiplicative Isometries of 
                     
                        
                           
                              
                                 E
                                 ⋆
                                 2",10.1201/9781003325284-4,https://doi.org/10.1201/9781003325284-4,,,2022,Multiplicative Analytic Geometry,spectral analysis multiplicative group finite field
crossref,THE MULTIPLICATIVE GROUP OF A FIELD AND HYPERIDENTITIES,10.1070/im1990v035n02abeh000708,https://doi.org/10.1070/im1990v035n02abeh000708,,,1990,Mathematics of the USSR-Izvestiya,spectral analysis multiplicative group finite field
crossref,A novel construction method of QC-LDPC codes based on the subgroup of the finite field multiplicative group for optical transmission systems,10.1007/s11801-016-5141-3,https://doi.org/10.1007/s11801-016-5141-3,http://link.springer.com/content/pdf/10.1007/s11801-016-5141-3.pdf,/home/admin/dev/VRA/Novelty/papers/A_novel_construction_method_of_QC-LDPC_codes_based_on_the_subgroup_of_the_finite_field_multiplicative_group_for_optical_transmission_systems.pdf,2016,Optoelectronics Letters,spectral analysis multiplicative group finite field
crossref,Spectral finite element analysis of elastically connected double-beam systems,10.1016/j.finel.2007.08.007,https://doi.org/10.1016/j.finel.2007.08.007,,,2007,Finite Elements in Analysis and Design,spectral analysis multiplicative group finite field
crossref,"ζ-function regularization, the multiplicative anomaly, and finite temperature quantum field theory",10.1103/physrevd.58.105001,https://doi.org/10.1103/physrevd.58.105001,,,1998,Physical Review D,spectral analysis multiplicative group finite field
crossref,THE MULTIPLICATIVE STRUCTURE,10.1017/cbo9780511565892.008,https://doi.org/10.1017/cbo9780511565892.008,,,1976,Finite Free Resolutions,spectral analysis multiplicative group finite field
crossref,Finite quotients of the multiplicative group of a finite dimensional division algebra are solvable,10.1090/s0894-0347-02-00393-4,https://doi.org/10.1090/s0894-0347-02-00393-4,,,2002,Journal of the American Mathematical Society,spectral analysis multiplicative group finite field
crossref,The Structure of the Multiplicative Group of a Complete Discrete Valued Field with a Perfect Residue Class Field of Prime Characteristic,10.1007/978-3-642-66671-1_15,https://doi.org/10.1007/978-3-642-66671-1_15,,,1980,Grundlehren der mathematischen Wissenschaften Number Theory,spectral analysis multiplicative group finite field
crossref,Group Theory; the Isomorphism Theorems,10.1017/9781316711736.007,https://doi.org/10.1017/9781316711736.007,,,2017,Algebraic Groups,spectral analysis multiplicative group finite field
crossref,HARMONIC ANALYSIS ON FINITE ABELIAN GROUPS,10.1142/9789814531726_0002,https://doi.org/10.1142/9789814531726_0002,,,2014,Harmonic and Spectral Analysis,spectral analysis multiplicative group finite field
crossref,A Set of Independent Axioms for a Field and a Condition for a Group to be the Multiplicative Group of a Field,10.1112/plms/s3-18.1.114,https://doi.org/10.1112/plms/s3-18.1.114,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1112%2Fplms%2Fs3-18.1.114,,1968,Proceedings of the London Mathematical Society,spectral analysis multiplicative group finite field
crossref,Some multiplicative equations in finite fields,10.1016/j.ffa.2021.101883,https://doi.org/10.1016/j.ffa.2021.101883,,,2021,Finite Fields and Their Applications,spectral analysis multiplicative group finite field
arxiv,"High Accuracy and Low Complexity Frequency Offset Estimation Based on
  All-Phase FFT for M-QAM Coherent Optical Systems",,http://arxiv.org/abs/2105.10394v1,http://arxiv.org/pdf/2105.10394v1,/home/admin/dev/VRA/Novelty/papers/High_Accuracy_and_Low_Complexity_Frequency_Offset_Estimation_Based_on_All-Phase_FFT_for_M-QAM_Coherent_Optical_Systems.pdf,,,phase coherent averaging FFT detection
arxiv,"Fourier Domain Analysis performances of a RESPER probe - Amplitude and
  Phase inaccuracies due to the Round-Off noise of FFT processors",,http://arxiv.org/abs/1009.1832v2,http://arxiv.org/pdf/1009.1832v2,/home/admin/dev/VRA/Novelty/papers/Fourier_Domain_Analysis_performances_of_a_RESPER_probe_-_Amplitude_and_Phase_inaccuracies_due_to_the_Round-Off_noise_of_FFT_processors.pdf,,,phase coherent averaging FFT detection
arxiv,"Phase Noise Influence in Long-range Coherent Optical OFDM Systems with
  Delay Detection, IFFT Multiplexing and FFT Demodulation",,http://arxiv.org/abs/1607.06401v1,http://arxiv.org/pdf/1607.06401v1,/home/admin/dev/VRA/Novelty/papers/Phase_Noise_Influence_in_Long-range_Coherent_Optical_OFDM_Systems_with_Delay_Detection_IFFT_Multiplexing_and_FFT_Demodulation.pdf,,,phase coherent averaging FFT detection
arxiv,"The GMRT High Resolution Southern Sky Survey for pulsars and transients
  -- III: searching for long period pulsars",,http://arxiv.org/abs/2206.00427v2,http://arxiv.org/pdf/2206.00427v2,/home/admin/dev/VRA/Novelty/papers/The_GMRT_High_Resolution_Southern_Sky_Survey_for_pulsars_and_transients_--_III_searching_for_long_period_pulsars.pdf,,,phase coherent averaging FFT detection
arxiv,"Evidence for Energy Supply by Active Region Spicules to the Solar
  Atmosphere",,http://arxiv.org/abs/1602.03157v2,http://arxiv.org/pdf/1602.03157v2,/home/admin/dev/VRA/Novelty/papers/Evidence_for_Energy_Supply_by_Active_Region_Spicules_to_the_Solar_Atmosphere.pdf,,,phase coherent averaging FFT detection
arxiv,"Inter-Carrier Interference Mitigation for Differentially Coherent
  Detection in Underwater Acoustic OFDM Systems",,http://arxiv.org/abs/2103.04341v1,http://arxiv.org/pdf/2103.04341v1,/home/admin/dev/VRA/Novelty/papers/Inter-Carrier_Interference_Mitigation_for_Differentially_Coherent_Detection_in_Underwater_Acoustic_OFDM_Systems.pdf,,,phase coherent averaging FFT detection
arxiv,"TurboFFT: A High-Performance Fast Fourier Transform with Fault Tolerance
  on GPU",,http://arxiv.org/abs/2405.02520v1,http://arxiv.org/pdf/2405.02520v1,/home/admin/dev/VRA/Novelty/papers/TurboFFT_A_High-Performance_Fast_Fourier_Transform_with_Fault_Tolerance_on_GPU.pdf,,,phase coherent averaging FFT detection
arxiv,"Eigendecomposition-Based Partial FFT Demodulation for Differential OFDM
  in Underwater Acoustic Communications",,http://arxiv.org/abs/1711.04892v1,http://arxiv.org/pdf/1711.04892v1,/home/admin/dev/VRA/Novelty/papers/Eigendecomposition-Based_Partial_FFT_Demodulation_for_Differential_OFDM_in_Underwater_Acoustic_Communications.pdf,,,phase coherent averaging FFT detection
arxiv,GPS Multipath Detection in the Frequency Domain,,http://arxiv.org/abs/1707.09770v1,http://arxiv.org/pdf/1707.09770v1,/home/admin/dev/VRA/Novelty/papers/GPS_Multipath_Detection_in_the_Frequency_Domain.pdf,,,phase coherent averaging FFT detection
arxiv,"HiFAST: An HI Data Calibration and Imaging Pipeline for FAST III.
  Standing Wave Removal",,http://arxiv.org/abs/2411.13016v1,http://arxiv.org/pdf/2411.13016v1,/home/admin/dev/VRA/Novelty/papers/HiFAST_An_HI_Data_Calibration_and_Imaging_Pipeline_for_FAST_III._Standing_Wave_Removal.pdf,,,phase coherent averaging FFT detection
arxiv,"Mutual information--based approach to adaptive homodyne detection of
  quantum optical states",,http://arxiv.org/abs/quant-ph/0505197v1,http://arxiv.org/pdf/quant-ph/0505197v1,/home/admin/dev/VRA/Novelty/papers/Mutual_information--based_approach_to_adaptive_homodyne_detection_of_quantum_optical_states.pdf,,,phase coherent averaging FFT detection
arxiv,Optimizing the architecture for coherent beat note acquisition in LISA,,http://arxiv.org/abs/2406.19558v1,http://arxiv.org/pdf/2406.19558v1,/home/admin/dev/VRA/Novelty/papers/Optimizing_the_architecture_for_coherent_beat_note_acquisition_in_LISA.pdf,,,phase coherent averaging FFT detection
arxiv,Efficient FFT Computation in IFDMA Transceivers,,http://arxiv.org/abs/2203.09932v1,http://arxiv.org/pdf/2203.09932v1,/home/admin/dev/VRA/Novelty/papers/Efficient_FFT_Computation_in_IFDMA_Transceivers.pdf,,,phase coherent averaging FFT detection
arxiv,CHIME FRB: An application of FFT beamforming for a radio telescope,,http://arxiv.org/abs/1702.04728v1,http://arxiv.org/pdf/1702.04728v1,/home/admin/dev/VRA/Novelty/papers/CHIME_FRB_An_application_of_FFT_beamforming_for_a_radio_telescope.pdf,,,phase coherent averaging FFT detection
arxiv,"KoopAGRU: A Koopman-based Anomaly Detection in Time-Series using Gated
  Recurrent Units",,http://arxiv.org/abs/2501.17976v2,http://arxiv.org/pdf/2501.17976v2,/home/admin/dev/VRA/Novelty/papers/KoopAGRU_A_Koopman-based_Anomaly_Detection_in_Time-Series_using_Gated_Recurrent_Units.pdf,,,phase coherent averaging FFT detection
arxiv,"Advanced Distributed Submarine Cable Monitoring and Environmental
  Sensing using Constant Power Probe Signals and Coherent Detection",,http://arxiv.org/abs/2303.06528v1,http://arxiv.org/pdf/2303.06528v1,/home/admin/dev/VRA/Novelty/papers/Advanced_Distributed_Submarine_Cable_Monitoring_and_Environmental_Sensing_using_Constant_Power_Probe_Signals_and_Coherent_Detection.pdf,,,phase coherent averaging FFT detection
arxiv,"Quantum interferometry via a coherent state mixed with a photon-added
  squeezed vacuum state",,http://arxiv.org/abs/1810.00131v1,http://arxiv.org/pdf/1810.00131v1,/home/admin/dev/VRA/Novelty/papers/Quantum_interferometry_via_a_coherent_state_mixed_with_a_photon-added_squeezed_vacuum_state.pdf,,,phase coherent averaging FFT detection
arxiv,Stabilizer Quantum Error Correction with Qubus Computation,,http://arxiv.org/abs/quant-ph/0612097v1,http://arxiv.org/pdf/quant-ph/0612097v1,/home/admin/dev/VRA/Novelty/papers/Stabilizer_Quantum_Error_Correction_with_Qubus_Computation.pdf,,,phase coherent averaging FFT detection
arxiv,"Analytical Investigations on Carrier Phase Recovery in
  Dispersion-Unmanaged n-PSK Coherent Optical Communication Systems",,http://arxiv.org/abs/1608.06244v2,http://arxiv.org/pdf/1608.06244v2,/home/admin/dev/VRA/Novelty/papers/Analytical_Investigations_on_Carrier_Phase_Recovery_in_Dispersion-Unmanaged_n-PSK_Coherent_Optical_Communication_Systems.pdf,,,phase coherent averaging FFT detection
arxiv,Analogy between optimal spin estimation and interferometry,,http://arxiv.org/abs/quant-ph/9911071v1,http://arxiv.org/pdf/quant-ph/9911071v1,/home/admin/dev/VRA/Novelty/papers/Analogy_between_optimal_spin_estimation_and_interferometry.pdf,,,phase coherent averaging FFT detection
arxiv,Towards On-Chip Optical FFTs for Convolutional Neural Networks,,http://arxiv.org/abs/1708.09534v1,http://arxiv.org/pdf/1708.09534v1,/home/admin/dev/VRA/Novelty/papers/Towards_On-Chip_Optical_FFTs_for_Convolutional_Neural_Networks.pdf,,,phase coherent averaging FFT detection
arxiv,"Quantum Fourier Transform Based Denoising: Unitary Filtering for
  Enhanced Speech Clarity",,http://arxiv.org/abs/2509.04851v1,http://arxiv.org/pdf/2509.04851v1,/home/admin/dev/VRA/Novelty/papers/Quantum_Fourier_Transform_Based_Denoising_Unitary_Filtering_for_Enhanced_Speech_Clarity.pdf,,,phase coherent averaging FFT detection
arxiv,A Non-radial Oscillation Mode in an Accreting Millisecond Pulsar?,,http://arxiv.org/abs/1310.5147v2,http://arxiv.org/pdf/1310.5147v2,/home/admin/dev/VRA/Novelty/papers/A_Non-radial_Oscillation_Mode_in_an_Accreting_Millisecond_Pulsar_.pdf,,,phase coherent averaging FFT detection
arxiv,"Sample Efficient Estimation and Recovery in Sparse FFT via Isolation on
  Average",,http://arxiv.org/abs/1708.04544v2,http://arxiv.org/pdf/1708.04544v2,/home/admin/dev/VRA/Novelty/papers/Sample_Efficient_Estimation_and_Recovery_in_Sparse_FFT_via_Isolation_on_Average.pdf,,,phase coherent averaging FFT detection
arxiv,"Gaussian and Non-Gaussian operations on non-Gaussian state: engineering
  non-Gaussianity",,http://arxiv.org/abs/1311.7382v1,http://arxiv.org/pdf/1311.7382v1,/home/admin/dev/VRA/Novelty/papers/Gaussian_and_Non-Gaussian_operations_on_non-Gaussian_state_engineering_non-Gaussianity.pdf,,,phase coherent averaging FFT detection
arxiv,Measuring the Quantum State of Dark Matter,,http://arxiv.org/abs/2211.13602v1,http://arxiv.org/pdf/2211.13602v1,/home/admin/dev/VRA/Novelty/papers/Measuring_the_Quantum_State_of_Dark_Matter.pdf,,,phase coherent averaging FFT detection
arxiv,"Low-Complexity Near-Field Localization with XL-MIMO Sectored Uniform
  Circular Arrays",,http://arxiv.org/abs/2405.01000v1,http://arxiv.org/pdf/2405.01000v1,/home/admin/dev/VRA/Novelty/papers/Low-Complexity_Near-Field_Localization_with_XL-MIMO_Sectored_Uniform_Circular_Arrays.pdf,,,phase coherent averaging FFT detection
arxiv,Deterministic Selection of Phase Sequences in Low Complexity SLM Scheme,,http://arxiv.org/abs/1210.4247v1,http://arxiv.org/pdf/1210.4247v1,/home/admin/dev/VRA/Novelty/papers/Deterministic_Selection_of_Phase_Sequences_in_Low_Complexity_SLM_Scheme.pdf,,,phase coherent averaging FFT detection
arxiv,Quantum transport in ferromagnetic Permalloy nanostructures,,http://arxiv.org/abs/0809.0192v1,http://arxiv.org/pdf/0809.0192v1,/home/admin/dev/VRA/Novelty/papers/Quantum_transport_in_ferromagnetic_Permalloy_nanostructures.pdf,,,phase coherent averaging FFT detection
arxiv,"Increasing the detectability of long-period and nulling pulsars in
  next-generation pulsar surveys",,http://arxiv.org/abs/2406.03806v1,http://arxiv.org/pdf/2406.03806v1,/home/admin/dev/VRA/Novelty/papers/Increasing_the_detectability_of_long-period_and_nulling_pulsars_in_next-generation_pulsar_surveys.pdf,,,phase coherent averaging FFT detection
arxiv,"Integrated All-Optical Fast Fourier Transform: Design and Sensitivity
  Analysis",,http://arxiv.org/abs/1711.02500v1,http://arxiv.org/pdf/1711.02500v1,/home/admin/dev/VRA/Novelty/papers/Integrated_All-Optical_Fast_Fourier_Transform_Design_and_Sensitivity_Analysis.pdf,,,phase coherent averaging FFT detection
arxiv,"Breaking Down the Parallel Performance of GROMACS, a High-Performance
  Molecular Dynamics Software",,http://arxiv.org/abs/2208.13658v1,http://arxiv.org/pdf/2208.13658v1,/home/admin/dev/VRA/Novelty/papers/Breaking_Down_the_Parallel_Performance_of_GROMACS_a_High-Performance_Molecular_Dynamics_Software.pdf,,,phase coherent averaging FFT detection
arxiv,Integrated coherent matter wave circuits,,http://arxiv.org/abs/1410.8814v2,http://arxiv.org/pdf/1410.8814v2,/home/admin/dev/VRA/Novelty/papers/Integrated_coherent_matter_wave_circuits.pdf,,,phase coherent averaging FFT detection
arxiv,"Optimal Preprocessing for Joint Detection and Classification of Wireless
  Communication Signals in Congested Spectrum Using Computer Vision Methods",,http://arxiv.org/abs/2408.06545v1,http://arxiv.org/pdf/2408.06545v1,/home/admin/dev/VRA/Novelty/papers/Optimal_Preprocessing_for_Joint_Detection_and_Classification_of_Wireless_Communication_Signals_in_Congested_Spectrum_Using_Computer_Vision_Methods.pdf,,,phase coherent averaging FFT detection
arxiv,Quantum coherence and the localization transition,,http://arxiv.org/abs/1906.09242v2,http://arxiv.org/pdf/1906.09242v2,/home/admin/dev/VRA/Novelty/papers/Quantum_coherence_and_the_localization_transition.pdf,,,phase coherent averaging FFT detection
arxiv,"Averages in optical coherence: resolving the Magyar and Mandel-Wolf
  paradox",,http://arxiv.org/abs/2404.13168v1,http://arxiv.org/pdf/2404.13168v1,/home/admin/dev/VRA/Novelty/papers/Averages_in_optical_coherence_resolving_the_Magyar_and_Mandel-Wolf_paradox.pdf,,,phase coherent averaging FFT detection
arxiv,End-to-End Deep Learning in Phase Noisy Coherent Optical Link,,http://arxiv.org/abs/2502.21209v1,http://arxiv.org/pdf/2502.21209v1,/home/admin/dev/VRA/Novelty/papers/End-to-End_Deep_Learning_in_Phase_Noisy_Coherent_Optical_Link.pdf,,,phase coherent averaging FFT detection
