source,target,weight
27,59,1.0000
27,60,1.0000
27,61,1.0000
27,62,0.7071
27,63,1.0000
27,64,1.0000
27,65,1.0000
27,66,1.0000
27,67,1.0000
27,68,1.0000
27,69,1.0000
27,70,0.7071
27,71,1.0000
27,72,1.0000
27,73,1.0000
28,29,0.8944
28,30,0.8944
28,31,0.8944
28,32,0.8944
28,33,1.0000
28,34,0.8944
28,35,0.4000
28,36,0.8944
28,37,1.0000
28,38,0.8944
28,39,0.8944
28,40,1.0000
28,41,0.7746
28,42,0.8944
28,43,0.8944
28,44,1.0000
28,45,0.8113
28,46,0.8113
28,47,0.8221
28,48,0.8113
28,49,0.8113
28,50,0.8221
28,51,0.8113
28,52,0.8221
28,53,0.8113
28,54,0.4507
28,55,0.4507
28,56,0.7670
28,58,0.8944
28,59,0.8944
28,60,0.8944
28,61,0.8944
28,62,0.6325
28,63,0.8944
28,64,0.8944
28,65,0.8944
28,66,0.8944
28,67,0.8944
28,68,0.8944
28,69,0.8944
28,70,0.9487
28,71,0.8944
28,72,0.8944
28,73,0.8944
28,74,0.4472
29,30,1.0000
29,31,1.0000
29,32,1.0000
29,33,0.8944
29,34,1.0000
29,36,1.0000
29,37,0.8944
29,38,1.0000
29,39,1.0000
29,40,0.8944
29,41,0.5774
29,42,1.0000
29,43,1.0000
29,44,0.8944
29,45,0.6047
29,46,0.6047
29,47,0.9191
29,48,0.6047
29,49,0.6047
29,50,0.9191
29,51,0.6047
29,52,0.9191
29,53,0.6047
29,54,0.5039
29,55,0.5039
29,56,0.8575
29,58,1.0000
29,59,1.0000
29,60,1.0000
29,61,1.0000
29,62,0.7071
29,63,1.0000
29,64,1.0000
29,65,1.0000
29,66,1.0000
29,67,1.0000
29,68,1.0000
29,69,1.0000
29,70,0.7071
29,71,1.0000
29,72,1.0000
29,73,1.0000
30,31,1.0000
30,32,1.0000
30,33,0.8944
30,34,1.0000
30,36,1.0000
30,37,0.8944
30,38,1.0000
30,39,1.0000
30,40,0.8944
30,41,0.5774
30,42,1.0000
30,43,1.0000
30,44,0.8944
30,45,0.6047
30,46,0.6047
30,47,0.9191
30,48,0.6047
30,49,0.6047
30,50,0.9191
30,51,0.6047
30,52,0.9191
30,53,0.6047
30,54,0.5039
30,55,0.5039
30,56,0.8575
30,58,1.0000
30,59,1.0000
30,60,1.0000
30,61,1.0000
30,62,0.7071
30,63,1.0000
30,64,1.0000
30,65,1.0000
30,66,1.0000
30,67,1.0000
30,68,1.0000
30,69,1.0000
30,70,0.7071
30,71,1.0000
30,72,1.0000
30,73,1.0000
31,32,1.0000
31,33,0.8944
31,34,1.0000
31,36,1.0000
31,37,0.8944
31,38,1.0000
31,39,1.0000
31,40,0.8944
31,41,0.5774
31,42,1.0000
31,43,1.0000
31,44,0.8944
31,45,0.6047
31,46,0.6047
31,47,0.9191
31,48,0.6047
31,49,0.6047
31,50,0.9191
31,51,0.6047
31,52,0.9191
31,53,0.6047
31,54,0.5039
31,55,0.5039
31,56,0.8575
31,58,1.0000
31,59,1.0000
31,60,1.0000
31,61,1.0000
31,62,0.7071
31,63,1.0000
31,64,1.0000
31,65,1.0000
31,66,1.0000
31,67,1.0000
31,68,1.0000
31,69,1.0000
31,70,0.7071
31,71,1.0000
31,72,1.0000
31,73,1.0000
32,33,0.8944
32,34,1.0000
32,36,1.0000
32,37,0.8944
32,38,1.0000
32,39,1.0000
32,40,0.8944
32,41,0.5774
32,42,1.0000
32,43,1.0000
32,44,0.8944
32,45,0.6047
32,46,0.6047
32,47,0.9191
32,48,0.6047
32,49,0.6047
32,50,0.9191
32,51,0.6047
32,52,0.9191
32,53,0.6047
32,54,0.5039
32,55,0.5039
32,56,0.8575
32,58,1.0000
32,59,1.0000
32,60,1.0000
32,61,1.0000
32,62,0.7071
32,63,1.0000
32,64,1.0000
32,65,1.0000
32,66,1.0000
32,67,1.0000
32,68,1.0000
32,69,1.0000
32,70,0.7071
32,71,1.0000
32,72,1.0000
32,73,1.0000
33,34,0.8944
33,35,0.4000
33,36,0.8944
33,37,1.0000
33,38,0.8944
33,39,0.8944
33,40,1.0000
33,41,0.7746
33,42,0.8944
33,43,0.8944
33,44,1.0000
33,45,0.8113
33,46,0.8113
33,47,0.8221
33,48,0.8113
33,49,0.8113
33,50,0.8221
33,51,0.8113
33,52,0.8221
33,53,0.8113
33,54,0.4507
33,55,0.4507
33,56,0.7670
33,58,0.8944
33,59,0.8944
33,60,0.8944
33,61,0.8944
33,62,0.6325
33,63,0.8944
33,64,0.8944
33,65,0.8944
33,66,0.8944
33,67,0.8944
33,68,0.8944
33,69,0.8944
33,70,0.9487
33,71,0.8944
33,72,0.8944
33,73,0.8944
33,74,0.4472
34,36,1.0000
34,37,0.8944
34,38,1.0000
34,39,1.0000
34,40,0.8944
34,41,0.5774
34,42,1.0000
34,43,1.0000
34,44,0.8944
34,45,0.6047
34,46,0.6047
34,47,0.9191
34,48,0.6047
34,49,0.6047
34,50,0.9191
34,51,0.6047
34,52,0.9191
34,53,0.6047
34,54,0.5039
34,55,0.5039
34,56,0.8575
34,58,1.0000
34,59,1.0000
34,60,1.0000
34,61,1.0000
34,62,0.7071
34,63,1.0000
34,64,1.0000
34,65,1.0000
34,66,1.0000
34,67,1.0000
34,68,1.0000
34,69,1.0000
34,70,0.7071
34,71,1.0000
34,72,1.0000
34,73,1.0000
35,37,0.4000
35,40,0.4000
35,41,0.7746
35,44,0.4000
35,45,0.5409
35,46,0.5409
35,48,0.5409
35,49,0.5409
35,51,0.5409
35,53,0.5409
35,57,0.3835
35,70,0.6325
35,74,0.8944
36,37,0.8944
36,38,1.0000
36,39,1.0000
36,40,0.8944
36,41,0.5774
36,42,1.0000
36,43,1.0000
36,44,0.8944
36,45,0.6047
36,46,0.6047
36,47,0.9191
36,48,0.6047
36,49,0.6047
36,50,0.9191
36,51,0.6047
36,52,0.9191
36,53,0.6047
36,54,0.5039
36,55,0.5039
36,56,0.8575
36,58,1.0000
36,59,1.0000
36,60,1.0000
36,61,1.0000
36,62,0.7071
36,63,1.0000
36,64,1.0000
36,65,1.0000
36,66,1.0000
36,67,1.0000
36,68,1.0000
36,69,1.0000
36,70,0.7071
36,71,1.0000
36,72,1.0000
36,73,1.0000
37,38,0.8944
37,39,0.8944
37,40,1.0000
37,41,0.7746
37,42,0.8944
37,43,0.8944
37,44,1.0000
37,45,0.8113
37,46,0.8113
37,47,0.8221
37,48,0.8113
37,49,0.8113
37,50,0.8221
37,51,0.8113
37,52,0.8221
37,53,0.8113
37,54,0.4507
37,55,0.4507
37,56,0.7670
37,58,0.8944
37,59,0.8944
37,60,0.8944
37,61,0.8944
37,62,0.6325
37,63,0.8944
37,64,0.8944
37,65,0.8944
37,66,0.8944
37,67,0.8944
37,68,0.8944
37,69,0.8944
37,70,0.9487
37,71,0.8944
37,72,0.8944
37,73,0.8944
37,74,0.4472
38,39,1.0000
38,40,0.8944
38,41,0.5774
38,42,1.0000
38,43,1.0000
38,44,0.8944
38,45,0.6047
38,46,0.6047
38,47,0.9191
38,48,0.6047
38,49,0.6047
38,50,0.9191
38,51,0.6047
38,52,0.9191
38,53,0.6047
38,54,0.5039
38,55,0.5039
38,56,0.8575
38,58,1.0000
38,59,1.0000
38,60,1.0000
38,61,1.0000
38,62,0.7071
38,63,1.0000
38,64,1.0000
38,65,1.0000
38,66,1.0000
38,67,1.0000
38,68,1.0000
38,69,1.0000
38,70,0.7071
38,71,1.0000
38,72,1.0000
38,73,1.0000
39,40,0.8944
39,41,0.5774
39,42,1.0000
39,43,1.0000
39,44,0.8944
39,45,0.6047
39,46,0.6047
39,47,0.9191
39,48,0.6047
39,49,0.6047
39,50,0.9191
39,51,0.6047
39,52,0.9191
39,53,0.6047
39,54,0.5039
39,55,0.5039
39,56,0.8575
39,58,1.0000
39,59,1.0000
39,60,1.0000
39,61,1.0000
39,62,0.7071
39,63,1.0000
39,64,1.0000
39,65,1.0000
39,66,1.0000
39,67,1.0000
39,68,1.0000
39,69,1.0000
39,70,0.7071
39,71,1.0000
39,72,1.0000
39,73,1.0000
40,41,0.7746
40,42,0.8944
40,43,0.8944
40,44,1.0000
40,45,0.8113
40,46,0.8113
40,47,0.8221
40,48,0.8113
40,49,0.8113
40,50,0.8221
40,51,0.8113
40,52,0.8221
40,53,0.8113
40,54,0.4507
40,55,0.4507
40,56,0.7670
40,58,0.8944
40,59,0.8944
40,60,0.8944
40,61,0.8944
40,62,0.6325
40,63,0.8944
40,64,0.8944
40,65,0.8944
40,66,0.8944
40,67,0.8944
40,68,0.8944
40,69,0.8944
40,70,0.9487
40,71,0.8944
40,72,0.8944
40,73,0.8944
40,74,0.4472
41,42,0.5774
41,43,0.5774
41,44,0.7746
41,45,0.6983
41,46,0.6983
41,47,0.5307
41,48,0.6983
41,49,0.6983
41,50,0.5307
41,51,0.6983
41,52,0.5307
41,53,0.6983
41,54,0.2909
41,55,0.2909
41,56,0.4951
41,57,0.4951
41,58,0.5774
41,59,0.5774
41,60,0.5774
41,61,0.5774
41,62,0.4082
41,63,0.5774
41,64,0.5774
41,65,0.5774
41,66,0.5774
41,67,0.5774
41,68,0.5774
41,69,0.5774
41,70,0.8165
41,71,0.5774
41,72,0.5774
41,73,0.5774
41,74,0.5774
42,43,1.0000
42,44,0.8944
42,45,0.6047
42,46,0.6047
42,47,0.9191
42,48,0.6047
42,49,0.6047
42,50,0.9191
42,51,0.6047
42,52,0.9191
42,53,0.6047
42,54,0.5039
42,55,0.5039
42,56,0.8575
42,58,1.0000
42,59,1.0000
42,60,1.0000
42,61,1.0000
42,62,0.7071
42,63,1.0000
42,64,1.0000
42,65,1.0000
42,66,1.0000
42,67,1.0000
42,68,1.0000
42,69,1.0000
42,70,0.7071
42,71,1.0000
42,72,1.0000
42,73,1.0000
43,44,0.8944
43,45,0.6047
43,46,0.6047
43,47,0.9191
43,48,0.6047
43,49,0.6047
43,50,0.9191
43,51,0.6047
43,52,0.9191
43,53,0.6047
43,54,0.5039
43,55,0.5039
43,56,0.8575
43,58,1.0000
43,59,1.0000
43,60,1.0000
43,61,1.0000
43,62,0.7071
43,63,1.0000
43,64,1.0000
43,65,1.0000
43,66,1.0000
43,67,1.0000
43,68,1.0000
43,69,1.0000
43,70,0.7071
43,71,1.0000
43,72,1.0000
43,73,1.0000
44,45,0.8113
44,46,0.8113
44,47,0.8221
44,48,0.8113
44,49,0.8113
44,50,0.8221
44,51,0.8113
44,52,0.8221
44,53,0.8113
44,54,0.4507
44,55,0.4507
44,56,0.7670
44,58,0.8944
44,59,0.8944
44,60,0.8944
44,61,0.8944
44,62,0.6325
44,63,0.8944
44,64,0.8944
44,65,0.8944
44,66,0.8944
44,67,0.8944
44,68,0.8944
44,69,0.8944
44,70,0.9487
44,71,0.8944
44,72,0.8944
44,73,0.8944
44,74,0.4472
45,46,1.0000
45,47,0.7600
45,48,1.0000
45,49,1.0000
45,50,0.7600
45,51,1.0000
45,52,0.7600
45,53,1.0000
45,54,0.7524
45,55,0.7524
45,56,0.5185
45,58,0.6047
45,59,0.6047
45,60,0.6047
45,61,0.6047
45,62,0.4276
45,63,0.6047
45,64,0.6047
45,65,0.6047
45,66,0.6047
45,67,0.6047
45,68,0.6047
45,69,0.6047
45,70,0.8552
45,71,0.6047
45,72,0.6047
45,73,0.6047
45,74,0.6047
46,47,0.7600
46,48,1.0000
46,49,1.0000
46,50,0.7600
46,51,1.0000
46,52,0.7600
46,53,1.0000
46,54,0.7524
46,55,0.7524
46,56,0.5185
46,58,0.6047
46,59,0.6047
46,60,0.6047
46,61,0.6047
46,62,0.4276
46,63,0.6047
46,64,0.6047
46,65,0.6047
46,66,0.6047
46,67,0.6047
46,68,0.6047
46,69,0.6047
46,70,0.8552
46,71,0.6047
46,72,0.6047
46,73,0.6047
46,74,0.6047
47,48,0.7600
47,49,0.7600
47,50,1.0000
47,51,0.7600
47,52,1.0000
47,53,0.7600
47,54,0.8034
47,55,0.8034
47,56,0.7882
47,58,0.9191
47,59,0.9191
47,60,0.9191
47,61,0.9191
47,62,0.6499
47,63,0.9191
47,64,0.9191
47,65,0.9191
47,66,0.9191
47,67,0.9191
47,68,0.9191
47,69,0.9191
47,70,0.6499
47,71,0.9191
47,72,0.9191
47,73,0.9191
48,49,1.0000
48,50,0.7600
48,51,1.0000
48,52,0.7600
48,53,1.0000
48,54,0.7524
48,55,0.7524
48,56,0.5185
48,58,0.6047
48,59,0.6047
48,60,0.6047
48,61,0.6047
48,62,0.4276
48,63,0.6047
48,64,0.6047
48,65,0.6047
48,66,0.6047
48,67,0.6047
48,68,0.6047
48,69,0.6047
48,70,0.8552
48,71,0.6047
48,72,0.6047
48,73,0.6047
48,74,0.6047
49,50,0.7600
49,51,1.0000
49,52,0.7600
49,53,1.0000
49,54,0.7524
49,55,0.7524
49,56,0.5185
49,58,0.6047
49,59,0.6047
49,60,0.6047
49,61,0.6047
49,62,0.4276
49,63,0.6047
49,64,0.6047
49,65,0.6047
49,66,0.6047
49,67,0.6047
49,68,0.6047
49,69,0.6047
49,70,0.8552
49,71,0.6047
49,72,0.6047
49,73,0.6047
49,74,0.6047
50,51,0.7600
50,52,1.0000
50,53,0.7600
50,54,0.8034
50,55,0.8034
50,56,0.7882
50,58,0.9191
50,59,0.9191
50,60,0.9191
50,61,0.9191
50,62,0.6499
50,63,0.9191
50,64,0.9191
50,65,0.9191
50,66,0.9191
50,67,0.9191
50,68,0.9191
50,69,0.9191
50,70,0.6499
50,71,0.9191
50,72,0.9191
50,73,0.9191
51,52,0.7600
51,53,1.0000
51,54,0.7524
51,55,0.7524
51,56,0.5185
51,58,0.6047
51,59,0.6047
51,60,0.6047
51,61,0.6047
51,62,0.4276
51,63,0.6047
51,64,0.6047
51,65,0.6047
51,66,0.6047
51,67,0.6047
51,68,0.6047
51,69,0.6047
51,70,0.8552
51,71,0.6047
51,72,0.6047
51,73,0.6047
51,74,0.6047
52,53,0.7600
52,54,0.8034
52,55,0.8034
52,56,0.7882
52,58,0.9191
52,59,0.9191
52,60,0.9191
52,61,0.9191
52,62,0.6499
52,63,0.9191
52,64,0.9191
52,65,0.9191
52,66,0.9191
52,67,0.9191
52,68,0.9191
52,69,0.9191
52,70,0.6499
52,71,0.9191
52,72,0.9191
52,73,0.9191
53,54,0.7524
53,55,0.7524
53,56,0.5185
53,58,0.6047
53,59,0.6047
53,60,0.6047
53,61,0.6047
53,62,0.4276
53,63,0.6047
53,64,0.6047
53,65,0.6047
53,66,0.6047
53,67,0.6047
53,68,0.6047
53,69,0.6047
53,70,0.8552
53,71,0.6047
53,72,0.6047
53,73,0.6047
53,74,0.6047
54,55,1.0000
54,56,0.4321
54,58,0.5039
54,59,0.5039
54,60,0.5039
54,61,0.5039
54,62,0.3563
54,63,0.5039
54,64,0.5039
54,65,0.5039
54,66,0.5039
54,67,0.5039
54,68,0.5039
54,69,0.5039
54,70,0.3563
54,71,0.5039
54,72,0.5039
54,73,0.5039
55,56,0.4321
55,58,0.5039
55,59,0.5039
55,60,0.5039
55,61,0.5039
55,62,0.3563
55,63,0.5039
55,64,0.5039
55,65,0.5039
55,66,0.5039
55,67,0.5039
55,68,0.5039
55,69,0.5039
55,70,0.3563
55,71,0.5039
55,72,0.5039
55,73,0.5039
56,57,0.2647
56,58,0.8575
56,59,0.8575
56,60,0.8575
56,61,0.8575
56,62,0.6063
56,63,0.8575
56,64,0.8575
56,65,0.8575
56,66,0.8575
56,67,0.8575
56,68,0.8575
56,69,0.8575
56,70,0.6063
56,71,0.8575
56,72,0.8575
56,73,0.8575
58,59,1.0000
58,60,1.0000
58,61,1.0000
58,62,0.7071
58,63,1.0000
58,64,1.0000
58,65,1.0000
58,66,1.0000
58,67,1.0000
58,68,1.0000
58,69,1.0000
58,70,0.7071
58,71,1.0000
58,72,1.0000
58,73,1.0000
59,60,1.0000
59,61,1.0000
59,62,0.7071
59,63,1.0000
59,64,1.0000
59,65,1.0000
59,66,1.0000
59,67,1.0000
59,68,1.0000
59,69,1.0000
59,70,0.7071
59,71,1.0000
59,72,1.0000
59,73,1.0000
60,61,1.0000
60,62,0.7071
60,63,1.0000
60,64,1.0000
60,65,1.0000
60,66,1.0000
60,67,1.0000
60,68,1.0000
60,69,1.0000
60,70,0.7071
60,71,1.0000
60,72,1.0000
60,73,1.0000
61,62,0.7071
61,63,1.0000
61,64,1.0000
61,65,1.0000
61,66,1.0000
61,67,1.0000
61,68,1.0000
61,69,1.0000
61,70,0.7071
61,71,1.0000
61,72,1.0000
61,73,1.0000
62,63,0.7071
62,64,0.7071
62,65,0.7071
62,66,0.7071
62,67,0.7071
62,68,0.7071
62,69,0.7071
62,70,0.5000
62,71,0.7071
62,72,0.7071
62,73,0.7071
63,64,1.0000
63,65,1.0000
63,66,1.0000
63,67,1.0000
63,68,1.0000
63,69,1.0000
63,70,0.7071
63,71,1.0000
63,72,1.0000
63,73,1.0000
64,65,1.0000
64,66,1.0000
64,67,1.0000
64,68,1.0000
64,69,1.0000
64,70,0.7071
64,71,1.0000
64,72,1.0000
64,73,1.0000
65,66,1.0000
65,67,1.0000
65,68,1.0000
65,69,1.0000
65,70,0.7071
65,71,1.0000
65,72,1.0000
65,73,1.0000
66,67,1.0000
66,68,1.0000
66,69,1.0000
66,70,0.7071
66,71,1.0000
66,72,1.0000
66,73,1.0000
67,68,1.0000
67,69,1.0000
67,70,0.7071
67,71,1.0000
67,72,1.0000
67,73,1.0000
68,69,1.0000
68,70,0.7071
68,71,1.0000
68,72,1.0000
68,73,1.0000
69,70,0.7071
69,71,1.0000
69,72,1.0000
69,73,1.0000
70,71,0.7071
70,72,0.7071
70,73,0.7071
70,74,0.7071
71,72,1.0000
71,73,1.0000
72,73,1.0000
